timestamp,user,message,banned,msg_len
2021-10-29 17:43:18,vergen4,astralis,0,1
2021-11-01 15:57:54,Netih,cis lul navi lul cis lul navi lul cis lul navi lul cis lul navi lul cis lul navi lul cis lul navi lul cis lul navi lul,1,28
2021-11-01 15:55:28,grneyedrabbit,neymar chance furia,0,3
2021-10-29 19:28:07,vies7ven,karma cheats omegalul karma cheats omegalul karma cheats omegalul karma cheats omegalul karma cheats omegalul,0,15
2021-11-01 17:34:15,naspre8,replays pgl,0,2
2021-11-01 16:17:23,icesnowviking,furia next round anyway,0,4
2021-10-27 11:43:27,poodletaste,pogggggggggg,0,1
2021-11-01 16:09:56,sicasfuc,1510 hltv,1,2
2021-10-27 11:58:14,cerberus_554,dick,1,1
2021-10-29 19:27:43,DEFINE,whomstbarfed,0,1
2021-10-29 19:12:01,dummyjimmytim,lucky hunting,0,2
2021-11-01 16:04:41,creamer_89,congrats 1 round entro great stufffffff,1,6
2021-11-01 17:08:44,wirfen,nip4final,0,1
2021-11-01 17:30:39,thomazzzz_,lnz 3 10,1,3
2021-10-27 13:00:53,zedd0462,still fired yet worst casters,1,5
2021-11-01 18:33:41,SantinoJM,naf nafany,1,2
2021-10-27 12:26:57,ta1ke,apex better,0,2
2021-10-27 13:10:53,ryuzakiken99,someone teach awp,0,3
2021-11-01 18:00:42,zoldyck8754,onliners batchest onliners batchest onliners,0,5
2021-11-01 16:00:41,JeeyDee88,yuriha,0,1
2021-10-29 19:20:15,niksen_laisen,lucky bot kind asset casters talking kick take actual bot yeah feature non existent lucky’s skill astralis take someone chat get better results,0,25
2021-10-27 11:53:40,axlin,joel kom skype,1,3
2021-10-29 18:46:52,vilippiinoz,kuka voitti äskösen,1,3
2021-11-01 15:58:50,smoki_ro,furia rashad pomoika komanda,1,4
2021-11-01 17:10:36,Babyface_0,dampus lmfaoooo,0,2
2021-10-29 19:35:29,Annoyingpenny89,bhopper,0,1
2021-11-01 17:51:31,andykheng,lul dev1ce,0,2
2021-10-27 11:55:28,JonhyBot,someone please remodel mouz failfish notlikethis failfish notlikethis,0,8
2021-11-01 17:13:46,dexxed7,gambit 1 nip,1,3
2021-11-01 16:18:07,CARRASCOmec,brasil porraaaaaaaaaaaaaaaa eh issoooooooooooooooooo,1,4
2021-10-27 13:19:17,JeffTheHunter,astralis 03,0,2
2021-10-29 18:19:42,cocadic,keep fighting mid utility chopper braindead calls,1,7
2021-11-01 17:59:39,cslayerssoulzzz,elon musk agrees scam,0,4
2021-10-29 19:09:44,shung1te,forsen3 forsen4      ,1,2
2021-11-01 17:55:21,unfinishedsenten,gaben emotions,0,2
2021-10-29 19:07:31,deathcall34,plssss,1,1
2021-11-01 16:45:42,CamoGeko,mods job lul,0,3
2021-10-29 17:52:10,SimpcreT,super idol super idol super idol super idol super idol super idol super idol super idol super idol super idol super idol super idol super idol ,1,26
2021-10-29 19:42:49,VatZhendong,babyrage waaaa,0,2
2021-10-29 19:35:32,elRiku0o,mods virgins reading garbage,1,4
2021-10-29 19:13:47,michifuzo,bot lewis chopper,0,3
2021-11-01 17:36:05,shakerrr9494,hampussy lul,1,2
2021-10-29 18:12:38,isBunny,jebaited clap,0,2
2021-10-29 18:05:53,whatdadogdoin69hahafunny,deg succ,1,2
2021-10-29 18:47:42,ajkash,drake juicers,0,2
2021-11-01 17:11:31,pawli2k,ło kurwa 71 dawajcie nip,1,5
2021-10-29 18:30:32,icesnowviking,ebunediya kebabspam,1,2
2021-11-01 16:15:43,allenzkie21,matche important entro,1,3
2021-10-29 18:53:29,isBunny,5head claposfrogclap,0,2
2021-11-01 17:44:23,gachiBASS_redneck_Texas,че с ебалом чат,1,4
2021-10-27 11:53:01,ne_legalniy,catjam catjam catjam catjam catjam catjam catjam catjam catjam catjam,0,10
2021-10-27 13:05:12,Photek24,nt ntt,0,2
2021-10-27 13:01:09,JJChinchilla,pog god hades death,0,4
2021-11-01 17:16:43,whatsappspammer,ham pog,0,2
2021-11-01 16:18:20,yazzxk,brazilll,0,1
2021-10-29 18:07:56,itzGeez,magisk datsheffy,0,2
2021-11-01 18:19:57,DeV1L10,major seen second round force buys rarely,0,7
2021-11-01 17:26:21,18NakedGutterRunners,forsenmods  missed one,0,3
2021-10-29 19:24:40,lord_katakurii,throw team,1,2
2021-10-29 17:59:21,tyresss,mi̇sster,1,1
2021-10-27 11:50:27,kikmach,tyloo suck dont play major,0,5
2021-10-29 19:08:36,dypcy,russians bet spirit hltv confirmed,0,5
2021-10-27 12:38:19,Tzoom94,navi strat lul,0,3
2021-10-29 18:35:35,emma9747,sirshield sirshield sirshield,0,3
2021-11-01 17:44:35,ssshenfi,full tilt timing,0,3
2021-10-29 19:00:35,kalijafar,tea eye winner lul,0,4
2021-10-29 19:28:24,abodmaster02,dickchamp,1,1
2021-11-01 15:54:53,tonidouplays,speaking words human words,0,4
2021-11-01 16:12:30,vmonday1,furia strat every round rush lul,0,6
2021-11-01 17:14:43,ztokingbadboy,gambit garbage,0,2
2021-10-27 12:30:52,molodoymolodoy,got fgadfbdfbdfbdfb,1,2
2021-11-01 15:29:20,purplexdddd,eiq pome,0,2
2021-11-01 17:28:14,dust2istheonlymapiplay,dev1ce pog,0,2
2021-11-01 17:58:58,borisbonsputnik,ecztacy du luktar,0,3
2021-10-27 12:23:02,OldEnoughToBeEdnasBrother,hi guys player cam guy pgl major wanted express honored first blind video engineer csgo tournament history thank pgl amazing opportunity ill try best,1,24
2021-10-29 19:43:18,endvind,soyboys lul,1,2
2021-10-29 19:16:08,moonsea_l,retire lucky,0,2
2021-10-29 18:20:31,gudufilla,guys legit,0,2
2021-11-01 17:45:34,Wazaboii,pinsam jävla bot,1,3
2021-10-29 17:57:46,tully__,glawked lul,0,2
2021-10-29 19:11:02,Rallabuz,glaive du gør mig så liderlig,1,6
2021-11-01 16:20:53,daniel__obi,r0bn2k chora brasileirinho babyrage babyrage,1,5
2021-10-27 12:57:16,loliomg,д,1,1
2021-10-27 13:20:20,JeffTheHunter,thorin god,0,2
2021-11-01 17:57:53,5thpimple,wutface mic,0,2
2021-10-27 13:08:00,minthyz1337,15 15 hltv confirmed,1,4
2021-11-01 17:33:35,danielnumba1,fuck clap,0,2
2021-11-01 16:09:21,flubbabubbawubbajubba,see nipples kreygasm,1,3
2021-11-01 16:18:30,DinGuu_,bming 1216 lose kekw,1,4
2021-10-27 12:41:26,SilentStormAU,jrwparrott stop complaining issues need know many players alive see map know round we’re know score know state teams economy utility level left round,0,26
2021-11-01 17:57:36,olsaan,interz 3,0,2
2021-11-01 17:59:40,herohiro,hpbdog forsenpls,0,2
2021-11-01 16:30:18,KrossarN,mistaclonk asked,0,2
2021-10-29 17:57:15,jjaa5kko,observers 05,1,2
2021-10-29 18:22:38,dracujer0,gla1ve human pog,0,3
2021-10-29 17:43:09,muxesnostimes,magixx milkers lul,1,3
2021-10-29 19:25:21,Ryanjohn13,skill beats luck lul skill beats luck lul skill beats luck lul skill beats luck lul skill beats luck lul skill beats luck lul skill beats luck lul skill beats luck lul skill beats luck lul skill beats luck lul skill beats luck lul skill beats luck lul skill beats luck lul skill beats luck lul skill beats luck lul skill beats luck lul skill beats luck lul skill beats luck lul,1,72
2021-10-29 19:10:31,komodo696,wheres collapse,0,2
2021-10-27 11:59:17,kemppaGG,breaking s1mple iswas cheater whisper hard evidence,1,7
2021-11-01 16:07:26,jota7337,vamo furia,1,2
2021-10-27 12:49:28,japsert43,bomb timer thank pgl,0,4
2021-10-27 11:52:20,laktoslelky,pglstachesg,0,1
2021-10-29 18:12:45,sanugamer,jebaited lul,0,2
2021-11-01 18:09:03,omgitzragnar,every one brain dead,1,4
2021-11-01 17:38:22,topkek944,111 lul,1,2
2021-10-29 18:03:49,royjonesko,pinkkuniksu lätty kiinni homo,1,4
2021-10-29 19:10:08,tazy07,5000 iq,0,2
2021-10-27 11:41:56,TheWinFasTx,hasdhjwqnkdmlöasç,1,1
2021-10-27 12:42:29,hiemsx,man viewing experience major isnt great sucks,0,7
2021-10-27 12:49:03,PuppetMa5teR,jjamjamv yeah good thanks,0,4
2021-11-01 17:08:29,Tardedaresomodsre,goal,0,1
2021-10-29 17:56:06,BradleyTD,fatisk,1,1
2021-11-01 15:39:45,Whazzup_RL,mircixlive look like absolutely braindead monkeykid,1,6
2021-10-27 11:43:36,Sqeaker_andrus,пп,1,1
2021-11-01 15:41:25,eterna1ice,monkaw rona,1,2
2021-10-29 18:10:53,greenteasake,team spirit like navi rejects,1,5
2021-10-27 13:05:34,babbit161,high sens,0,2
2021-10-29 17:54:46,godgame1922,ааааааааааа,1,1
2021-11-01 16:03:34,Smuk4K,million dollars major clap million dollars major clap million dollars major clap million dollars major clap million dollars major clap million dollars major clap,1,24
2021-10-29 17:46:32,lalnarao,aastralis get owned clap2 clap,0,5
2021-11-01 16:17:27,GAR350, laoganma bingchilling  laoganma bingchilling  laoganma bingchilling  laoganma bingchilling  laoganma bingchilling  laoganma bingchilling,1,12
2021-10-29 18:36:22,koiiiatukycplay,pick dust2,0,2
2021-11-01 17:34:28,HanlinPower69,botski kekwe,0,2
2021-10-29 19:16:28,kjmj07291,211,1,1
2021-10-29 19:27:11,Spacexcreatedx,gaben free game bitching ,1,4
2021-10-29 19:24:19,golpadosu,jebca kurwa danie,1,3
2021-11-01 18:08:38,clowninthemirror,gambit lucky timing,0,3
2021-11-01 16:02:53,originalshift_sk,mercywing1 gege mercywing2,0,3
2021-11-01 16:08:01,xFlowzyx,nobody cares trans right ever lobby,1,6
2021-10-29 18:12:15,HydroGenike,randi chan eyaa,1,3
2021-11-01 17:59:47,ShizzK,1 lose 13 16 lul,1,5
2021-11-01 15:55:39,nyan_noelle,c2kmbk eliminado,1,2
2021-11-01 17:53:02,mistaclonk,parzivaldoto zonics law pepelaugh,0,4
2021-10-29 18:00:17,ttodaj_,squirrel pog,0,2
2021-11-01 17:38:45,GoreGasm123,nip kekw,0,2
2021-10-27 13:18:27,iamnotanhacker,h e ,1,2
2021-10-27 12:56:50,heemieztW,тщщи,1,1
2021-10-27 13:08:27,professor_dots,ez4ence ez4ence ez4ence ez4ence ez4ence ez4ence ez4ence ez4ence ez4ence ez4ence ez4ence ez4ence ez4ence ez4ence ez4ence,1,15
2021-10-29 17:55:45,aspht,imagine ctrl ctrl hahaa imagine ctrl ctrl hahaa imagine ctrl ctrl hahaa imagine ctrl ctrl hahaa,1,16
2021-10-27 11:46:58,Radianas,lul denied,0,2
2021-10-29 19:43:15,zanyverse,astralis naysayers lul notlikethis astralis naysayers lul notlikethis astralis naysayers lul notlikethis astralis naysayers lul notlikethis astralis naysayers lul notlikethis astralis naysayers lul notlikethis,1,24
2021-10-27 13:06:04,SeeDub,corn gang,1,2
2021-10-29 18:10:07,smokinghollyweed,glawks scout,0,2
2021-10-29 18:13:11,CriticalSwede,thought magixx female,1,3
2021-10-29 18:20:53,lukasbk31dk,ahayaha,0,1
2021-10-29 18:22:01,xLoKe_,majors astralis back pickup 5 monkaw,0,6
2021-10-29 18:10:26,jaysil1505,booba magixx,1,2
2021-10-29 19:26:00,IOtvirakLORDYI,bene1905 hi riot ceo going invest millions copying counter strike without infringing valves copyright failed csgo pro like tenz silver welcome valorant pretend like better game couldnt cut csgo,0,29
2021-10-29 18:01:50,franquitouwu,batchest  vaaaaaaaaaaac ,1,2
2021-10-29 19:35:53,nfxzz,เป็นเหิ้ยไรนัดแรกชอบพลาด,1,1
2021-10-29 19:15:58,xincute7,1610 pog,1,2
2021-11-01 17:53:02,Don_Sanchez,test ignore player xyz ugly,1,5
2021-11-01 16:35:47,Kappa_life,shaytanxd nope teams 21,0,4
2021-10-29 19:27:19,st1gmatas,лакки на мыло нахуй уеблан,1,5
2021-10-29 19:27:49,SLiDerGame,ffffffffffffffffffffffffaaaaaaaaaaaak thiis ast,0,3
2021-11-01 15:41:25,Aloshi,rona monkaw,1,2
2021-10-29 18:23:24,farish7907,hey pgl spectator years created illusion many people watching write message accounts,1,12
2021-10-27 11:59:11,DeV1L10,long acor mouz believe mouz bomb major,0,7
2021-10-27 12:31:08,M6att,siddharth s1mple malviya indian professional go player playing nagpur virs navi name translating nagpur braves electronic sports company based nagpur maharashtra best known signature move steal electronics stats killing players dinked,1,31
2021-10-29 19:26:57,vFIGJAM,esports ready,0,2
2021-11-01 16:01:59,twitchyuuu,hello pgl valve last major lul,0,6
2021-10-29 18:26:41,Residents_evil,reeeeeeeeeee,0,1
2021-10-29 17:53:28,DannyTalentz,hunden drone,0,2
2021-10-29 19:22:01,shaharyan93,corona vriuss,1,2
2021-10-29 19:03:01,RalphLaro2,torontotokyo win lulw,0,3
2021-11-01 18:43:59,pokermagnat7,device sauna lul device sauna lul device sauna lul device sauna lul device sauna lul device sauna lul,1,18
2021-10-27 13:07:12,kuhnjafn,selling empire coins 55 aderline2405,1,5
2021-10-29 19:26:20,mightykonsti,wjhafg aä,1,2
2021-10-29 19:01:44,lulezmoney,ti10 rigged,0,2
2021-10-29 19:17:30,whyjusttellme,ja qifsha motrat mosk,0,4
2021-10-29 19:43:55,slayz_32,садге,1,1
2021-11-01 16:47:34,yolo_dota322,map 1,0,2
2021-11-01 15:52:25,janconnor17,fuck nazis 3,1,3
2021-10-29 19:35:29,salihcan17,emre baysal roulette burdami̇si̇n,1,4
2021-10-29 18:11:03,crustyaxolotl,bubzkji wouldve aced glock,0,4
2021-10-27 12:43:22,sikator01,999ally already 114,1,3
2021-11-01 17:26:01,sochelnik4,чей пик,1,2
2021-11-01 17:20:31,MemmoManGaming,jag är samma gamla vonliga  vi åker tomatisbil    den rullar hela natten   kraschar hela vej  jag är samma gamla vonliga  vi åker tomatisbil    den rull nu jag känner mig ganska lite nervös  jag vet inte varf,1,36
2021-11-01 16:06:24,SteamnickLegend,thuria,0,1
2021-10-29 18:59:26,Jusoufani,sveiki draugai,1,2
2021-11-01 18:20:18,xX_MOMLOVER_Xx,shiro look like rabid,1,4
2021-11-01 16:19:12,basedgodwinetime,furia copium,0,2
2021-10-27 13:08:35,Kiseij,109 3v1,1,2
2021-10-29 17:44:50,mesias_crp,yesss,0,1
2021-10-27 11:56:31,redentopos,swiftrage  swiftrage ,0,2
2021-10-29 18:54:53,RizzIsLurking,five seven pog,1,3
2021-11-01 15:52:56,slanderlordman,cars transgenderpride cars transgenderpride cars transgenderpride cars transgenderpride,1,8
2021-11-01 18:11:10,legion16661,ballas juk nou,0,3
2021-10-29 18:24:32,siveguten,kingofwicca noone cares,0,3
2021-10-27 13:06:41,MiracIeJohnson,caring virtual coin lulw,0,4
2021-10-29 19:02:57,auraripold,batchest  vac ,1,2
2021-11-01 18:29:42,halitbendi,oynamak varken izlemek saçmalık,1,4
2021-10-29 18:36:17,playboy_farty,team spirit got boobs,1,4
2021-10-29 19:15:06,zeidoNNN,brobalt,0,1
2021-11-01 18:21:58,talminator2856791,gambit navi,0,2
2021-10-27 13:14:13,AwesomelyNotAwesome,desk lul,0,2
2021-10-29 19:00:21,FulsonPrime,братья славяне только что я отсидел 600 секунд по приказу капиталистической модерации призываю всех скопировать данную телеграмму дабы дать всем понять что власть тут чат,1,25
2021-10-27 12:53:16,Cooke_Monster_,free hong knog,1,3
2021-11-01 15:43:30,crankao,kscerato strong,0,2
2021-11-01 15:33:36,gerinhaaa,baianfur baianfur baianfur baianfur baianfur baianfur baianfur baianfur baianfur baianfur baianfur baianfur baianfur baianfur,0,14
2021-11-01 16:00:47,tuomis,favela going major pog,1,4
2021-10-29 19:07:33,The_pope_licks_popsicles,show chat,0,2
2021-10-27 12:36:27,Max_Psyche,чёкак ребзя,1,2
2021-10-29 18:04:37,the_mushrix,snivlem8 say anything else,0,4
2021-11-01 17:50:32,shaxxaa,semmler silver,0,2
2021-10-29 19:32:37,merni1_,русские в чат,1,3
2021-11-01 16:21:44,MakewayY,batchest knows everything batchest fixes teans batchest,0,7
2021-10-27 11:58:29,Denton2027,xdd,0,1
2021-11-01 17:27:13,thertes49,nip 3 nip 3 nip 3 nip 3 nip 3,0,10
2021-11-01 18:28:40,naviboy123,русвские сасать,1,2
2021-11-01 18:42:24,lilly____23,doritoschip spam doritoschip doritoschip chip doritoschip doritoschip fuck doritoschip nip doritoschip doritoschip spam doritoschip doritoschip chip doritoschip doritoschip fuck doritoschip nip doritoschip doritoschip spam doritoschip doritoschip chip doritoschip doritoschip fuck doritoschip nip doritoschip,1,33
2021-11-01 16:50:48,zedsamcat,check hltv check hltv check hltv check hltv check hltv check hltv check hltv check hltv,1,16
2021-11-01 16:04:16,greenyxAU,everything vac lul,0,3
2021-11-01 16:10:27,amisnaru,valve keeps giving dota tournaments pgl good fuck csgo worse,0,10
2021-11-01 17:31:47,hexedlabs,fanny,1,1
2021-10-29 19:26:41,VimtoVG,s1mplenavi s1mplenavi s1mplenavi s1mplenavi s1mplenavi,0,5
2021-10-29 19:33:03,Wairussss,89 pickem,1,2
2021-10-29 17:49:52,be3gla3,русские комментаторы токсики предвзятые за датчан болеют фуууу,1,8
2021-10-27 12:54:44,9inezero1337,спирыты топ,1,2
2021-10-27 12:38:23,DonTeflonMusk,deathwarriorxx legends aşamasında navi,1,4
2021-11-01 15:41:49,yasserdzx002,messi go back barçaaa,1,4
2021-10-29 17:56:13,bling_co,rush incoming lul,0,3
2021-10-27 13:08:13,naikyyyyyy15,botcor bot,0,2
2021-10-29 18:25:45,DeadlyBooster,danskjävlar 3,1,2
2021-10-27 13:07:42,reisuperior,meu nome é yoshikage kira tenho 33 anos minha casa fica parte nordeste de morioh onde todas casas estão e eu não sou casado eu trabalho como funcionário das lojas de departamentos kame yu e chego casa todos os dias às oito noite máximo eu não fumo mas ocasionalmente bebo estou cama às 23 horas e certifico de ter oito horas de sono não importa que aconteça depois de tomar um copo de leite morno e fazer cerca de vinte minutos de alongamentos antes de dormir,1,86
2021-10-29 19:32:45,FlowCeps,chat cheated,0,2
2021-10-29 19:27:45,Krychek26,imagine 4head valve 4head patching 4head 4head game 4head imagine 4head valve 4head patching 4head 4head game 4head,0,18
2021-10-29 19:19:15,biortex9086,fatcat0209 mom gay,1,3
2021-10-29 19:14:46,murxlo,major final lul 130k viewers major final lul 130k viewers major final lul 130k viewers major final lul 130k viewers,1,20
2021-11-01 17:22:38,euretheria,mods dont understand professional twich chatter slow mode literally humans rights force endure torture mod remove slow mode 300 accounts spam kappa,1,22
2021-11-01 17:44:39,axhpool,gambit ki maaka bhosdagambit ki maaka bhosdagambit ki maaka bhosdagambit ki maaka bhosdagambit ki maaka bhosdagambit ki maaka bhosdagambit ki maaka bhosdagambit ki maaka bhosdagambit ki maaka bhosda,1,28
2021-10-29 18:00:22,mjolnir_23,mans pumped,0,2
2021-10-29 17:54:35,trizex_trizex,magix grill,1,2
2021-11-01 17:43:33,SuperBua,fanny inside bombsite,1,3
2021-10-27 12:59:24,tooinsane,ibp,0,1
2021-11-01 16:04:44,MAgaL_bb,gaules sai live gaules volta pra liquid,1,7
2021-10-29 19:27:01,1oceanman_,valve fix valve fix valve fix valve fix valve fix valve fix valve fix valve fix valve fix valve fix valve fix valve fix valve fix valve fix valve fix valve fix valve fix valve fix valve fix valve fix valve fix valve fix valve fix valve fix,1,48
2021-10-29 18:43:48,Stiinger_,guys name chopper mp9 tell,0,5
2021-11-01 15:51:30,bayuw_95,m4a4 pog,0,2
2021-10-27 12:27:53,MoonshineRB,losing omegalul uz,0,3
2021-10-29 18:42:07,badchopper,monkaw punch,0,2
2021-10-29 18:09:23,val_rak,daddy indeed,0,2
2021-10-29 19:08:25,Mister_Doktor,mustiraikkonen forsenpuke 3,0,3
2021-10-29 19:27:49,botdogetacos,nggas,1,1
2021-11-01 18:14:18,Tepri,jksemtex 43 crosshairs look small 169 anyways,1,7
2021-10-27 12:25:21,T4ky,crazy,0,1
2021-11-01 18:37:14,theotherguy124,botality vs botstralis,0,3
2021-10-29 18:43:20,joods13,magixx lose gods punish chicken killers,0,6
2021-10-29 18:32:17,mayu013,reeeeeeeee kreygasm kreygasm kreygasm,0,4
2021-10-29 19:39:29,pitiaguirre,luken es menos que lucky luken es menos que luckyluken es menos que lucky luken es menos que luckyluken es menos que lucky luken es menos que luckyluken es menos que lucky luken es menos que luckyluken es menos que lucky luken es menos que luckyluken es menos que lucky luken es menos que luckyluken es menos que lucky luken es menos que luckyluken es menos que lucky luken es menos que luckyluken es menos que lucky,1,77
2021-10-29 19:10:29,powopom,gog gla1ve,0,2
2021-11-01 18:26:28,davidex1111,device pog pog pog,0,4
2021-11-01 16:00:24,AyeChanSoe,vs 1 kreygasm kreygasm kreygasm kreygasm,0,6
2021-10-29 17:50:52,KoStaldens,bad try,0,2
2021-11-01 17:29:58,adix935_,nip threw hard,0,3
2021-10-27 11:49:42,shoich1z,есть русские,1,2
2021-10-29 19:32:20,Isme0w,pucker,0,1
2021-11-01 15:43:46,ezclapnerd,kekw pig brain,1,3
2021-10-29 19:29:25,kalijafar,tea eye winner lulw,0,4
2021-11-01 17:41:57,urlabritta,cruise  gambots,1,2
2021-10-29 19:32:04,ulusoy0811,miss shot lucky,0,3
2021-10-29 19:34:15,Dottorez,chungisk pog,0,2
2021-10-29 19:37:32,s00000re,89 pickems,1,2
2021-11-01 17:46:38,toxeboi,gambit go home,0,3
2021-10-27 12:30:45,kaze____________, bing chilling   bing chilling   bing chilling   bing chilling   bing chilling   bing chilling   bing chilling   bing chilling   bing chilling   bing chilling   bing chilling   bing chilling   bing chilling ,1,26
2021-10-29 19:34:12,kasigstv,600 gang boys mods timed asking magixx woman spam magixx woman chat troll mods,1,14
2021-11-01 17:33:12,kubus11111111,dansgame trans rights dansgame trans rights dansgame trans rights dansgame trans rights dansgame trans rights dansgame trans rights,1,18
2021-10-29 18:08:33,obijuan20,booba team spirit,1,3
2021-11-01 16:10:32,egmatriz,16 10,1,2
2021-11-01 16:01:23,eryzcek,pathetic russian d0gs denuke f1xd sh1t,1,6
2021-10-27 12:59:18,sBakh,ibp322,0,1
2021-11-01 16:40:23,cloudshell,nipple,1,1
2021-10-29 19:36:19,Jangle_Bojangle,step chop,0,2
2021-10-27 12:41:31,niddLer,production keke,0,2
2021-11-01 16:19:43,siwaoj,fala mais dela fala furia,1,5
2021-10-29 19:43:08,lawskies,go home ruski lul,1,4
2021-11-01 17:44:15,PlayLikePhil_1337,ryan948 haha 1,0,3
2021-10-27 13:05:48,Nayysg,spin2win kekw,0,2
2021-10-29 17:51:00,roadtoalphamale1,spirit lets go kill astralul bots,0,6
2021-11-01 17:06:49,gxjakra,nindża piżamie,1,2
2021-10-29 19:08:04,mks4100,е,1,1
2021-11-01 17:45:24,jaxdude,interz braindead play always,1,4
2021-11-01 17:35:08,netsectuna,five sevend,1,2
2021-11-01 17:44:24,havasty,haha rezbot,0,2
2021-11-01 15:59:59,berndlauert87,kkkkkkkkkkkkkkkkkkkkkk,0,1
2021-10-29 17:49:42,BOOMNick16,talentlesstrash choppe,0,2
2021-10-29 19:00:49,Tinyyj,lucky bottom fragging tier 3,1,5
2021-10-29 19:31:09,cron888,magixx pregnant,1,2
2021-10-29 18:35:13,isac_z123,ä,1,1
2021-10-29 18:11:41,LoksyS1,back back eco lulw,0,4
2021-11-01 17:35:00,skitkastarn,noobs pyjamas pepehands,0,3
2021-11-01 17:39:08,bouberri,li7wak mods dont understand professional twich chatter slow mode literally humans rights force endure torture mod remove slow mode 300 accounts spam,1,22
2021-10-27 13:13:50,flukedddd,mr choke pog,0,3
2021-10-29 18:03:40,ksuebes,magixx ugly,1,2
2021-10-29 17:44:51,Haschwalt,spirit idiot,1,2
2021-10-29 19:19:58,notorioushanoi,lucky getting lucky kekw,0,4
2021-10-29 19:42:36,phibbz,pgl music end game dear forsen fosene pgl music end game dear forsen fosene pgl music end game dear forsen fosene pgl music end game dear forsen fosene pgl music end game dear forsen fosene,1,35
2021-10-29 18:42:48,%21bears,forsenweird magixx,0,2
2021-10-29 19:26:35,58nt58,valve xd,0,2
2021-10-29 19:03:21,Notincognit,benchzkji lulw,0,2
2021-10-29 17:46:03,1ReXeN1,sad farhadxrayteam sad farhadxrayteam sad farhadxrayteam sad farhadxrayteam sad farhadxrayteam sad farhadxrayteam sad farhadxrayteam sad farhadxrayteam sad farhadxrayteam sad farhadxrayteam sad farhadxrayteam sad farhadxrayteam sad farhadxrayteam sad farhadxrayteam sad farhadxrayteam sad farhadxrayteam sad farhadxrayteam sad farhadxrayteam sad farhadxrayteam sad farhadxrayteam,1,40
2021-10-29 18:48:41,SpatulaJoe,many games today,0,3
2021-11-01 16:07:23,wideForsenHappy,blacklivesmatter black lives matter,1,4
2021-11-01 16:10:45,zyzyzxzx,15x10 furia lul,1,3
2021-10-29 18:13:47,floppa1g,psp1gzyzzpls xqc psp1gzyzzpls xqc psp1gzyzzpls xqc psp1gzyzzpls xqc psp1gzyzzpls xqc psp1gzyzzpls xqc psp1gzyzzpls xqc psp1gzyzzpls xqc psp1gzyzzpls xqc psp1gzyzzpls xqc psp1gzyzzpls xqc,1,22
2021-10-29 19:02:41,Ju11e_,kandufatdetseb hej brormand jaxil,1,4
2021-10-27 12:30:18,xmachadoxx,go gho,0,2
2021-11-01 15:59:53,hztn,pof,0,1
2021-11-01 16:15:18,davidentossss,furia shities,0,2
2021-11-01 18:23:40,ziemann,kom igen nnu nip,1,4
2021-10-29 18:25:05,savageof,spirit fans malding,0,3
2021-10-29 19:42:18,el11asss,choper pig,1,2
2021-10-29 19:19:06,Vekotin,astralis pistol pepegaaim pepegaaim,0,4
2021-10-29 19:13:02,azubkuhqd9s7sh1lnpkmnuw7w,3v5 pog,0,2
2021-10-27 13:10:01,jimbardakis,γγ,1,1
2021-11-01 18:37:15,leviiics,fuck csreaming,1,2
2021-11-01 16:01:44,gradientl,production fuck,0,2
2021-11-01 17:56:29,hannawkhay,last commanded gambit,0,3
2021-11-01 16:03:10,hugolopes,portugal está com vocês irmãos vamos furia,1,7
2021-11-01 17:57:52,lmooo_smh,nip fans mald,0,3
2021-10-29 19:24:05,tycoonflygoon,choose excuse 1lags mouse 3low fps 4low team 5hacker 6lucker 7smurf 8hitbox 9tickrate,1,13
2021-10-27 11:44:35,averagegamer0607,tyloo loosing social credit score,1,5
2021-10-29 18:23:52,agr0umgr0um,aaaaaaaaaaaaaaaaaaaaaa,0,1
2021-10-29 19:13:32,michifuzo,bot lewis chopper bot lewis chopper bot lewis chopper bot lewis chopper bot lewis chopper bot lewis chopper bot lewis chopper bot lewis chopper bot lewis chopper bot lewis chopper bot lewis chopper bot lewis chopper bot lewis chopper bot lewis chopper bot lewis chopper bot lewis chopper bot lewis chopper bot lewis chopper bot lewis chopper bot lewis chopper bot lewis chopper bot lewis chopper bot lewis chopper bot lewis chopper bot lewis chopper,0,75
2021-10-29 19:19:20,noxiouspredator1290,jame unlucky lul,0,3
2021-10-27 12:34:33,hafpc,lulwa hades,0,2
2021-11-01 15:45:36,dzbaninho,101 kekw,1,2
2021-11-01 17:50:52,1hyde88,sasat,1,1
2021-11-01 17:57:31,drag0nxd,ggs nahuyi,1,2
2021-11-01 17:48:52,MoHSeNStoORM,ب,1,1
2021-11-01 17:47:21,saurabh106,bjvhjcfhcfgcf,0,1
2021-10-29 18:11:17,manuco3232,mensaje eliminado por un moderador,1,5
2021-11-01 17:18:15,Pepe_Junior,omgh 1k,0,2
2021-10-29 19:29:30,jxk98,1016 easy,1,2
2021-11-01 17:32:48,Miikasae,transgenderpride trans rights transgenderpride trans rights transgenderpride trans rights transgenderpride,1,10
2021-10-29 18:47:22,booij212,plsstop astrabot plsstop astrabot plsstop astrabot plsstop astrabot plsstop astrabot plsstop astrabot,1,12
2021-10-27 12:00:48,K_O_T_R,sangdt25,0,1
2021-10-27 11:51:32,DunkyShot,пиво  льётся через край спириты  еут китай,1,7
